Month,ResidenceTime_days
2017-01-01,369.3261028
2017-02-01,174.2246187
2017-03-01,68.37846252
2017-04-01,78.01632953
2017-05-01,223.8941931
2017-06-01,225.4494027
2017-07-01,495.9256902
2017-08-01,477.95672
2017-09-01,460.0891818
2017-10-01,169.873821
2017-11-01,114.8126477
2017-12-01,210.6241306
2018-01-01,150.3742396
2018-02-01,103.5746323
2018-03-01,196.1670051
2018-04-01,375.2163523
2018-05-01,330.7993963
2018-06-01,377.7696841
2018-07-01,354.6242884
2018-08-01,307.3638135
2018-09-01,302.0528474
2018-10-01,232.4228696
2018-11-01,240.3374659
2018-12-01,242.141666
2019-01-01,186.0005632
2019-02-01,241.6285895
2019-03-01,52.33171108
2019-04-01,101.116007
2019-05-01,223.1699791
2019-06-01,119.7218955
2019-07-01,374.2548629
2019-08-01,607.8774964
2019-09-01,560.3327616
2019-10-01,214.6478679
2019-11-01,189.9346384
2019-12-01,188.3306089
2020-01-01,199.9927103
2020-02-01,247.7583119
2020-03-01,263.7687406
2020-04-01,317.9991697
2020-05-01,337.7208405
2020-06-01,116.4537853
2020-07-01,118.2213687
2020-08-01,455.3157505
2020-09-01,439.7431799
2020-10-01,152.2907168
2020-11-01,211.1819605
2020-12-01,127.2415347
